Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
45,Female,Jewelry,Footwear,74,Washington,L,Red,Summer,3.1,No,2-Day Shipping,Yes,No,42,PayPal,Weekly
68,Female,Socks,Accessories,49,Rhode Island,M,Gray,Fall,3.7,No,2-Day Shipping,No,No,43,Venmo,Every 3 Months
55,Male,Hoodie,Clothing,81,New York,M,Yellow,Fall,3.4,No,Express,Yes,Yes,33,Venmo,Every 3 Months
56,Male,Sneakers,Accessories,68,Oregon,S,Maroon,Fall,3.4,No,Free Shipping,No,Yes,50,Venmo,Bi-Weekly
59,Female,Jeans,Outerwear,64,Georgia,L,Pink,Fall,4.7,Yes,Express,Yes,No,26,Credit Card,Every 3 Months
38,Female,Handbag,Footwear,95,Michigan,L,Purple,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,14,Cash,Monthly
47,Male,T-shirt,Clothing,93,Ohio,M,Blue,Summer,3.2,No,2-Day Shipping,No,No,12,PayPal,Weekly
46,Female,Sweater,Accessories,32,Arizona,L,Maroon,Fall,5.0,Yes,Next Day Air,Yes,Yes,8,PayPal,Quarterly
46,Male,Sandals,Outerwear,74,Kentucky,XL,Blue,Summer,4.1,Yes,Standard,No,Yes,3,Cash,Annually
61,Female,Pants,Outerwear,37,New York,M,White,Summer,3.6,No,Standard,Yes,No,25,Cash,Monthly
31,Female,Coat,Clothing,52,Arizona,L,Turquoise,Fall,2.8,Yes,Next Day Air,No,Yes,7,Venmo,Monthly
50,Male,Jeans,Outerwear,81,California,S,Black,Winter,4.4,No,Standard,Yes,No,48,Credit Card,Quarterly
48,Male,Socks,Outerwear,49,Arizona,S,Blue,Spring,2.5,No,Free Shipping,Yes,Yes,14,Venmo,Every 3 Months
68,Female,Hoodie,Outerwear,30,Massachusetts,XL,Maroon,Fall,4.7,Yes,2-Day Shipping,No,No,13,Credit Card,Annually
68,Male,Socks,Outerwear,56,Florida,XL,Gray,Spring,4.3,Yes,2-Day Shipping,No,Yes,49,PayPal,Bi-Weekly
65,Female,Blouse,Accessories,96,Ohio,M,Black,Summer,2.8,No,Next Day Air,Yes,No,37,PayPal,Weekly
28,Male,Jacket,Clothing,89,New York,XL,Turquoise,Winter,,No,Express,Yes,Yes,48,Debit Card,Annually
60,Male,Scarf,Footwear,72,Rhode Island,L,Blue,Summer,2.8,No,Free Shipping,No,Yes,48,PayPal,Weekly
23,Male,Hat,Footwear,52,Massachusetts,M,Blue,Winter,3.6,No,Next Day Air,Yes,No,20,Cash,Annually
36,Male,Coat,Outerwear,44,Rhode Island,S,White,Summer,3.3,No,Standard,No,No,45,Debit Card,Every 3 Months
50,Female,T-shirt,Accessories,20,Arizona,L,Beige,Winter,2.6,Yes,Next Day Air,Yes,Yes,44,Credit Card,Weekly
60,Female,Jewelry,Outerwear,20,Pennsylvania,L,Beige,Summer,4.2,Yes,Express,No,No,14,Credit Card,Annually
58,Male,Hoodie,Outerwear,93,Massachusetts,XL,Turquoise,Spring,4.9,No,2-Day Shipping,Yes,No,38,Debit Card,Monthly
57,Female,Pants,Accessories,86,Washington,L,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,20,Cash,Bi-Weekly
39,Female,Shirt,Clothing,35,Georgia,M,White,Winter,5.0,Yes,2-Day Shipping,Yes,No,24,PayPal,Bi-Weekly
23,Female,Hoodie,Footwear,86,Washington,XL,Green,Winter,2.8,No,2-Day Shipping,No,Yes,30,Credit Card,Bi-Weekly
70,Female,Jeans,Accessories,20,New York,L,Blue,Summer,3.7,Yes,2-Day Shipping,No,No,4,Credit Card,Bi-Weekly
66,Female,Dress,Footwear,68,Georgia,S,Yellow,Winter,3.7,Yes,Standard,Yes,No,42,Cash,Annually
33,Female,Coat,Accessories,46,Georgia,XL,White,Spring,4.2,Yes,Next Day Air,No,No,41,Debit Card,Weekly
61,Male,Jeans,Accessories,60,Maine,S,Beige,Summer,2.8,Yes,Next Day Air,Yes,No,15,Cash,Annually
37,Female,Jeans,Outerwear,72,New York,M,Purple,Spring,4.4,No,Standard,Yes,No,37,PayPal,Bi-Weekly
32,Male,Jacket,Clothing,66,Ohio,S,Turquoise,Summer,4.5,Yes,Next Day Air,No,Yes,17,Credit Card,Bi-Weekly
69,Female,Sneakers,Footwear,33,Oregon,L,Red,Summer,3.5,Yes,Free Shipping,Yes,No,14,Venmo,Bi-Weekly
30,Male,Hoodie,Clothing,39,New York,S,Beige,Summer,4.3,Yes,Free Shipping,No,Yes,33,Venmo,Bi-Weekly
27,Female,Sneakers,Outerwear,74,Oregon,XL,Maroon,Summer,4.4,Yes,Express,Yes,No,2,PayPal,Bi-Weekly
19,Female,Hoodie,Accessories,94,New York,M,Red,Spring,4.6,No,Free Shipping,Yes,Yes,20,Cash,Monthly
20,Female,Socks,Footwear,52,Maine,XL,Pink,Spring,2.8,No,Standard,No,No,1,Venmo,Quarterly
33,Male,T-shirt,Clothing,53,Michigan,L,Black,Summer,4.9,Yes,2-Day Shipping,Yes,No,14,PayPal,Weekly
48,Female,Sandals,Footwear,88,Illinois,S,Green,Winter,,No,Next Day Air,Yes,No,12,Cash,Annually
57,Male,Jeans,Footwear,74,Illinois,L,Green,Summer,2.8,Yes,2-Day Shipping,Yes,No,22,PayPal,Quarterly
67,Male,Blouse,Footwear,92,Arizona,S,Blue,Summer,3.4,No,2-Day Shipping,No,No,14,PayPal,Bi-Weekly
22,Female,Dress,Clothing,66,Illinois,M,Green,Summer,,Yes,Next Day Air,No,No,32,PayPal,Every 3 Months
47,Female,Scarf,Footwear,98,New York,M,White,Fall,4.2,No,Express,No,Yes,47,Credit Card,Bi-Weekly
44,Female,T-shirt,Clothing,55,Rhode Island,L,Purple,Fall,2.6,No,Next Day Air,Yes,Yes,25,Cash,Weekly
58,Male,Jacket,Accessories,70,Oregon,M,Purple,Winter,4.6,No,Next Day Air,No,Yes,47,Cash,Weekly
54,Male,Sandals,Clothing,46,California,S,Blue,Fall,3.6,Yes,Free Shipping,No,Yes,21,Credit Card,Annually
30,Female,Sneakers,Outerwear,72,Kentucky,S,Maroon,Spring,4.0,Yes,Express,Yes,No,30,Venmo,Annually
63,Female,Jeans,Footwear,90,Florida,XL,Blue,Fall,2.5,Yes,Next Day Air,Yes,Yes,26,Venmo,Bi-Weekly
62,Female,Shirt,Outerwear,91,Kentucky,S,Red,Spring,3.7,Yes,Next Day Air,No,No,39,Venmo,Monthly
42,Male,Pants,Outerwear,81,Arizona,XL,Purple,Spring,3.2,No,Standard,No,Yes,49,Cash,Annually
49,Male,Scarf,Accessories,42,Colorado,M,Turquoise,Spring,,No,Standard,Yes,Yes,11,Credit Card,Monthly
43,Female,Jewelry,Accessories,67,Colorado,XL,Blue,Fall,3.6,No,Free Shipping,No,Yes,32,Cash,Annually
33,Female,Jewelry,Clothing,91,Kentucky,L,Beige,Spring,4.0,Yes,Free Shipping,No,No,31,Cash,Quarterly
27,Male,Handbag,Clothing,91,Colorado,S,Blue,Fall,4.3,No,Next Day Air,Yes,No,36,Cash,Bi-Weekly
59,Female,Pants,Footwear,81,Texas,L,Maroon,Fall,3.0,Yes,Next Day Air,No,Yes,39,Credit Card,Annually
62,Female,Sandals,Outerwear,52,California,XL,Gray,Summer,3.2,Yes,2-Day Shipping,No,No,19,Debit Card,Weekly
18,Male,Blouse,Accessories,59,Colorado,M,Pink,Winter,2.8,No,Express,No,Yes,43,Venmo,Bi-Weekly
66,Male,Jeans,Accessories,93,Arizona,XL,Red,Summer,3.2,No,Free Shipping,No,No,16,PayPal,Quarterly
67,Female,T-shirt,Footwear,64,Michigan,L,Green,Spring,4.3,Yes,Next Day Air,Yes,Yes,5,Venmo,Quarterly
24,Female,Jewelry,Accessories,70,Arizona,XL,Beige,Fall,4.2,No,Free Shipping,Yes,No,40,PayPal,Weekly
67,Male,Jeans,Outerwear,37,Massachusetts,L,Black,Fall,3.6,Yes,Express,Yes,Yes,7,Debit Card,Bi-Weekly
45,Male,Socks,Outerwear,35,Kentucky,S,Beige,Spring,3.7,Yes,Free Shipping,No,Yes,1,Debit Card,Monthly
32,Male,Hoodie,Footwear,49,Texas,L,Beige,Fall,4.5,No,2-Day Shipping,Yes,Yes,2,Debit Card,Weekly
29,Male,Blouse,Outerwear,77,Florida,L,Yellow,Fall,2.8,Yes,2-Day Shipping,Yes,No,40,Credit Card,Every 3 Months
69,Male,Dress,Clothing,40,California,L,Turquoise,Winter,4.3,Yes,Free Shipping,No,Yes,4,Cash,Bi-Weekly
62,Female,Pants,Outerwear,32,Maine,L,Green,Summer,4.0,Yes,Express,No,Yes,1,Venmo,Annually
51,Male,Hoodie,Clothing,47,New York,XL,Pink,Spring,3.0,Yes,2-Day Shipping,No,No,18,PayPal,Quarterly
47,Male,Jeans,Accessories,85,Oregon,S,Beige,Spring,4.6,No,Express,Yes,Yes,1,Venmo,Weekly
21,Female,Jewelry,Clothing,71,Maine,M,Beige,Summer,4.1,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Weekly
53,Male,Coat,Footwear,63,Pennsylvania,XL,Pink,Winter,2.9,No,2-Day Shipping,No,No,29,Credit Card,Bi-Weekly
33,Female,Handbag,Footwear,90,Maine,XL,Maroon,Fall,2.8,Yes,Free Shipping,Yes,Yes,25,Credit Card,Bi-Weekly
25,Male,Shirt,Footwear,98,Oregon,XL,White,Summer,3.5,No,Express,No,Yes,47,PayPal,Weekly
47,Male,Hoodie,Footwear,26,Maine,L,Green,Summer,3.2,No,Standard,Yes,Yes,37,Credit Card,Bi-Weekly
26,Male,Shirt,Footwear,40,Illinois,M,Blue,Spring,3.0,No,Express,No,No,11,Debit Card,Quarterly
69,Male,Sneakers,Outerwear,69,Ohio,XL,Maroon,Fall,2.9,No,Next Day Air,Yes,Yes,7,Debit Card,Weekly
47,Female,Jacket,Accessories,20,Massachusetts,XL,Green,Fall,2.5,Yes,Free Shipping,No,Yes,4,Venmo,Quarterly
60,Male,Dress,Clothing,31,Maine,M,White,Fall,3.0,Yes,Next Day Air,No,No,24,Cash,Bi-Weekly
51,Female,Jacket,Clothing,38,Rhode Island,S,Turquoise,Summer,4.7,No,2-Day Shipping,Yes,Yes,14,Debit Card,Annually
53,Female,Hat,Accessories,80,Michigan,M,Turquoise,Summer,3.5,No,Standard,No,Yes,42,Venmo,Bi-Weekly
56,Male,Sneakers,Footwear,96,New York,M,Beige,Winter,3.8,Yes,Standard,No,No,13,Debit Card,Monthly
38,Female,Jeans,Footwear,75,New York,L,White,Winter,4.3,Yes,2-Day Shipping,No,Yes,28,Venmo,Annually
66,Female,Shirt,Clothing,31,Illinois,XL,Black,Spring,5.0,No,Free Shipping,No,No,48,Cash,Every 3 Months
46,Female,Pants,Footwear,28,New York,L,Pink,Spring,3.1,No,Standard,No,Yes,24,Cash,Annually
57,Male,Jacket,Outerwear,53,Arizona,S,Blue,Summer,3.6,No,Next Day Air,No,No,5,PayPal,Every 3 Months
70,Male,Pants,Outerwear,48,Pennsylvania,XL,White,Fall,2.7,Yes,Express,No,No,18,Debit Card,Annually
64,Female,Dress,Outerwear,67,Maine,S,Purple,Fall,3.6,No,Express,No,Yes,27,Credit Card,Every 3 Months
50,Female,Hat,Accessories,30,Massachusetts,S,Gray,Spring,2.6,No,Standard,Yes,Yes,42,Credit Card,Every 3 Months
45,Male,Jeans,Accessories,97,Illinois,XL,Pink,Fall,2.8,No,Standard,Yes,Yes,2,Debit Card,Every 3 Months
53,Female,T-shirt,Outerwear,24,Ohio,L,Maroon,Winter,3.4,Yes,Standard,Yes,Yes,20,Credit Card,Monthly
46,Female,Jacket,Accessories,69,Pennsylvania,XL,Gray,Fall,4.9,Yes,Next Day Air,No,No,50,PayPal,Quarterly
28,Female,Coat,Outerwear,71,Georgia,M,Pink,Spring,4.3,No,Express,Yes,No,3,Venmo,Bi-Weekly
65,Female,Hat,Footwear,98,Massachusetts,XL,Maroon,Fall,3.1,No,Free Shipping,Yes,No,8,Credit Card,Every 3 Months
48,Female,Shorts,Accessories,86,Michigan,M,Pink,Winter,4.7,Yes,Next Day Air,No,Yes,20,Debit Card,Every 3 Months
46,Female,Scarf,Outerwear,56,Massachusetts,M,Blue,Summer,3.0,No,Express,No,No,10,Venmo,Annually
34,Male,Sandals,Accessories,96,Illinois,M,Blue,Fall,2.5,Yes,Next Day Air,No,No,17,Debit Card,Every 3 Months
66,Male,Sneakers,Clothing,27,Colorado,XL,Maroon,Summer,4.2,No,Express,No,Yes,30,Venmo,Bi-Weekly
33,Male,Dress,Clothing,42,Oregon,L,Green,Winter,3.3,Yes,Free Shipping,Yes,No,14,Credit Card,Quarterly
58,Female,Blouse,Outerwear,83,Rhode Island,XL,Beige,Spring,3.2,No,Express,No,No,8,Credit Card,Quarterly
35,Male,Hoodie,Outerwear,76,Florida,S,Yellow,Winter,3.2,No,Next Day Air,No,No,41,Venmo,Bi-Weekly
67,Female,Socks,Outerwear,21,Ohio,L,Purple,Spring,,No,Free Shipping,No,No,48,PayPal,Every 3 Months
67,Female,Hoodie,Clothing,45,Washington,L,White,Winter,3.6,Yes,2-Day Shipping,No,Yes,44,Cash,Quarterly
51,Male,Socks,Accessories,86,Michigan,XL,Red,Fall,3.1,Yes,Next Day Air,Yes,No,2,PayPal,Monthly
49,Male,Scarf,Clothing,56,Washington,XL,White,Winter,3.7,Yes,Next Day Air,Yes,No,31,Venmo,Monthly
58,Female,Socks,Outerwear,44,California,M,Purple,Spring,3.3,Yes,Standard,Yes,Yes,12,PayPal,Monthly
33,Male,Pants,Outerwear,24,California,S,Maroon,Spring,,Yes,2-Day Shipping,No,No,1,Cash,Every 3 Months
35,Male,Sneakers,Outerwear,96,Maine,S,Pink,Winter,4.2,Yes,Express,No,Yes,8,Cash,Bi-Weekly
46,Female,Dress,Outerwear,85,Rhode Island,M,Gray,Fall,4.2,Yes,Next Day Air,No,No,6,Cash,Annually
22,Female,Socks,Outerwear,86,Washington,L,Maroon,Summer,4.4,Yes,Express,Yes,Yes,47,PayPal,Weekly
63,Male,Shorts,Outerwear,49,Massachusetts,L,Yellow,Spring,2.8,No,Standard,Yes,Yes,16,PayPal,Bi-Weekly
36,Female,Hat,Footwear,98,Colorado,XL,Beige,Spring,3.4,Yes,Express,Yes,Yes,30,Cash,Quarterly
33,Male,Socks,Footwear,41,Illinois,S,Green,Summer,4.5,Yes,2-Day Shipping,No,Yes,38,Debit Card,Monthly
35,Male,Shirt,Footwear,24,Michigan,L,Turquoise,Winter,4.4,Yes,Next Day Air,Yes,Yes,45,Cash,Quarterly
39,Female,Hoodie,Clothing,66,Ohio,XL,Turquoise,Fall,4.0,No,Free Shipping,Yes,Yes,36,Cash,Every 3 Months
38,Female,Socks,Accessories,50,Florida,M,Blue,Winter,4.0,Yes,2-Day Shipping,No,No,18,PayPal,Quarterly
52,Male,Dress,Outerwear,20,Washington,XL,Gray,Summer,3.1,No,Express,No,Yes,18,Cash,Weekly
23,Female,Hat,Footwear,40,Pennsylvania,M,Maroon,Winter,3.2,No,Express,No,Yes,2,Debit Card,Every 3 Months
26,Male,Coat,Clothing,31,Oregon,S,Blue,Spring,4.0,No,Free Shipping,No,No,45,Debit Card,Weekly
27,Female,Socks,Accessories,55,Colorado,S,Yellow,Summer,2.7,Yes,Free Shipping,Yes,Yes,37,Credit Card,Annually
32,Female,Hoodie,Outerwear,71,Washington,L,White,Fall,2.8,Yes,2-Day Shipping,No,No,31,Venmo,Bi-Weekly
42,Male,Jacket,Outerwear,65,Colorado,XL,Red,Fall,4.1,No,Standard,Yes,No,5,Venmo,Weekly
62,Female,Hoodie,Accessories,70,Colorado,S,Purple,Spring,4.0,No,Free Shipping,No,No,47,PayPal,Bi-Weekly
27,Male,T-shirt,Accessories,71,New York,L,Yellow,Winter,2.6,Yes,Free Shipping,No,No,45,PayPal,Annually
63,Female,Sandals,Accessories,95,Texas,XL,Green,Spring,4.9,Yes,Next Day Air,No,No,10,Cash,Annually
31,Male,Shorts,Clothing,45,Illinois,XL,Beige,Fall,4.7,Yes,Standard,No,No,14,PayPal,Every 3 Months
22,Male,Jewelry,Footwear,86,California,L,Green,Fall,4.5,No,Free Shipping,Yes,Yes,5,Venmo,Weekly
44,Female,Shirt,Outerwear,21,Kentucky,XL,Purple,Winter,3.0,No,Standard,No,Yes,26,Venmo,Every 3 Months
44,Male,Jewelry,Footwear,28,Rhode Island,S,White,Fall,3.6,No,Free Shipping,Yes,No,44,Credit Card,Quarterly
39,Female,Blouse,Accessories,31,Kentucky,L,Red,Spring,2.7,Yes,Standard,No,Yes,25,Cash,Quarterly
52,Male,Scarf,Outerwear,90,Arizona,S,Turquoise,Spring,4.9,Yes,Next Day Air,No,Yes,2,PayPal,Annually
47,Male,Shorts,Outerwear,56,Rhode Island,L,Black,Spring,4.0,Yes,Free Shipping,Yes,No,3,PayPal,Every 3 Months
44,Male,Scarf,Footwear,91,California,M,Turquoise,Summer,3.3,No,Free Shipping,Yes,Yes,32,Credit Card,Annually
21,Female,Dress,Footwear,94,Michigan,S,Maroon,Fall,3.7,No,Express,No,Yes,28,Debit Card,Annually
31,Female,Jeans,Outerwear,64,Michigan,M,Yellow,Fall,4.4,Yes,2-Day Shipping,Yes,Yes,30,Cash,Bi-Weekly
44,Male,Pants,Clothing,64,Maine,L,Purple,Spring,3.8,Yes,Free Shipping,No,No,27,Debit Card,Weekly
42,Female,Hat,Accessories,55,Ohio,XL,White,Summer,2.9,No,Express,Yes,No,12,Debit Card,Every 3 Months
67,Female,Sneakers,Footwear,48,Pennsylvania,M,Beige,Spring,2.8,Yes,Standard,Yes,Yes,1,Debit Card,Bi-Weekly
55,Male,Dress,Outerwear,97,California,L,Maroon,Fall,3.5,Yes,Express,Yes,Yes,37,Venmo,Every 3 Months
62,Male,Coat,Footwear,44,Kentucky,M,Blue,Summer,4.3,Yes,Standard,No,Yes,3,Debit Card,Bi-Weekly
19,Male,Jacket,Outerwear,78,California,S,Pink,Spring,4.7,No,2-Day Shipping,Yes,Yes,43,Credit Card,Bi-Weekly
66,Female,Sneakers,Clothing,71,Illinois,L,Gray,Winter,4.4,No,2-Day Shipping,Yes,No,5,Cash,Bi-Weekly
54,Male,Pants,Footwear,93,Florida,L,Gray,Spring,4.6,Yes,Free Shipping,No,Yes,50,Cash,Weekly
42,Male,Hoodie,Outerwear,20,Massachusetts,XL,Blue,Fall,3.9,Yes,Free Shipping,No,Yes,18,PayPal,Every 3 Months
48,Female,Jeans,Footwear,53,Illinois,L,Maroon,Winter,3.4,No,Express,No,Yes,46,Venmo,Every 3 Months
18,Male,Scarf,Outerwear,42,Illinois,S,Gray,Fall,3.4,No,Standard,Yes,Yes,19,Venmo,Every 3 Months
40,Female,Hat,Accessories,72,Washington,L,Turquoise,Spring,4.1,No,Next Day Air,Yes,No,47,Venmo,Weekly
37,Male,Hoodie,Outerwear,84,Ohio,L,Beige,Summer,2.8,Yes,2-Day Shipping,Yes,No,31,Cash,Bi-Weekly
66,Female,Jewelry,Outerwear,33,Kentucky,S,Green,Fall,3.6,Yes,Standard,No,No,13,PayPal,Every 3 Months
42,Male,Handbag,Outerwear,91,Rhode Island,M,Green,Fall,3.7,No,2-Day Shipping,Yes,Yes,18,PayPal,Every 3 Months
44,Male,Pants,Outerwear,29,Ohio,M,Yellow,Fall,3.8,Yes,Free Shipping,No,No,2,Credit Card,Weekly
52,Male,Jewelry,Accessories,84,Ohio,S,Blue,Winter,4.9,Yes,Next Day Air,Yes,Yes,43,Debit Card,Monthly
65,Female,Sweater,Clothing,57,Georgia,M,Beige,Winter,4.5,Yes,Standard,No,Yes,18,Debit Card,Every 3 Months
65,Female,T-shirt,Accessories,63,Kentucky,L,Yellow,Summer,2.9,No,2-Day Shipping,Yes,Yes,13,Cash,Every 3 Months
52,Male,Jewelry,Clothing,34,New York,L,Purple,Fall,3.2,No,Free Shipping,No,No,16,Venmo,Weekly
69,Male,Jeans,Clothing,85,California,L,Yellow,Summer,4.9,Yes,Next Day Air,Yes,Yes,45,Credit Card,Monthly
56,Female,Sandals,Accessories,52,Ohio,L,Green,Summer,3.2,No,Free Shipping,Yes,Yes,29,PayPal,Monthly
32,Male,Coat,Footwear,88,Ohio,L,White,Fall,4.9,Yes,Next Day Air,No,Yes,1,Credit Card,Monthly
49,Male,T-shirt,Clothing,93,Colorado,S,Purple,Spring,2.7,No,Standard,Yes,No,42,Venmo,Every 3 Months
32,Male,Shirt,Accessories,52,Colorado,L,Purple,Fall,4.9,Yes,Standard,Yes,No,3,Venmo,Bi-Weekly
35,Female,Sweater,Outerwear,76,Maine,M,Red,Spring,3.0,Yes,Standard,No,Yes,37,Venmo,Bi-Weekly
45,Female,Hoodie,Accessories,68,Oregon,S,Yellow,Spring,4.5,Yes,2-Day Shipping,Yes,No,28,Debit Card,Weekly
49,Male,Socks,Clothing,92,Colorado,M,Beige,Fall,3.7,No,Next Day Air,Yes,No,36,Venmo,Quarterly
19,Female,Pants,Footwear,81,Oregon,L,Yellow,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,45,Venmo,Quarterly
42,Male,Sandals,Footwear,51,Arizona,L,Beige,Fall,3.8,Yes,Standard,No,Yes,32,Credit Card,Bi-Weekly
39,Female,Blouse,Footwear,63,Ohio,XL,Blue,Spring,2.7,Yes,Next Day Air,Yes,No,15,PayPal,Bi-Weekly
60,Male,Sandals,Outerwear,78,Arizona,XL,White,Winter,3.6,Yes,Express,Yes,No,46,PayPal,Bi-Weekly
61,Male,Jacket,Accessories,78,Michigan,L,Maroon,Fall,3.8,Yes,Free Shipping,No,Yes,48,Credit Card,Annually
69,Female,Coat,Accessories,95,Maine,M,Turquoise,Winter,3.9,No,Express,No,No,4,PayPal,Annually
43,Male,Handbag,Footwear,23,Washington,S,Turquoise,Spring,3.5,No,Next Day Air,Yes,Yes,19,Debit Card,Weekly
64,Male,Handbag,Outerwear,81,Illinois,M,Gray,Spring,4.0,No,Standard,Yes,Yes,24,Venmo,Every 3 Months
28,Female,Jewelry,Footwear,34,Ohio,M,Black,Summer,3.0,No,Standard,Yes,Yes,6,Venmo,Bi-Weekly
47,Female,Coat,Clothing,53,Kentucky,M,Maroon,Summer,2.5,No,Next Day Air,Yes,Yes,39,Venmo,Every 3 Months
26,Male,Scarf,Accessories,28,California,M,Gray,Winter,3.9,No,Free Shipping,No,No,24,Cash,Quarterly
57,Female,T-shirt,Outerwear,68,Ohio,S,Yellow,Spring,4.0,No,Standard,Yes,No,30,Debit Card,Weekly
52,Female,Hoodie,Footwear,48,Pennsylvania,XL,Black,Fall,2.5,No,Express,Yes,Yes,31,Venmo,Quarterly
19,Female,Scarf,Outerwear,49,Massachusetts,XL,Gray,Fall,4.8,No,Free Shipping,Yes,No,35,Venmo,Annually
43,Male,Handbag,Clothing,60,Oregon,S,Black,Winter,3.8,No,Standard,Yes,Yes,11,Debit Card,Annually
55,Female,Sneakers,Clothing,72,Florida,S,Green,Summer,3.8,Yes,Next Day Air,No,Yes,24,PayPal,Every 3 Months
54,Male,T-shirt,Accessories,65,Kentucky,M,Beige,Winter,4.3,No,Express,No,No,43,Debit Card,Weekly
60,Female,Blouse,Outerwear,86,Ohio,S,Turquoise,Winter,3.1,No,Next Day Air,Yes,Yes,24,Cash,Annually
19,Male,Hat,Footwear,88,Georgia,XL,Beige,Summer,4.6,No,Standard,Yes,Yes,47,Debit Card,Monthly
23,Male,Sandals,Footwear,21,New York,L,Black,Fall,3.2,No,Free Shipping,No,No,36,PayPal,Quarterly
59,Female,Dress,Footwear,53,Georgia,L,Blue,Fall,3.2,Yes,Standard,Yes,Yes,35,Debit Card,Bi-Weekly
45,Male,Pants,Accessories,51,New York,L,Beige,Spring,2.8,No,Standard,Yes,Yes,10,Cash,Annually
26,Male,Jeans,Clothing,56,Rhode Island,M,Pink,Summer,3.1,Yes,2-Day Shipping,No,Yes,21,PayPal,Monthly
47,Female,Sandals,Footwear,31,Illinois,XL,Black,Spring,3.8,Yes,Standard,Yes,No,48,Cash,Monthly
29,Female,Sneakers,Accessories,71,Ohio,L,Maroon,Winter,3.2,No,Free Shipping,No,Yes,41,Venmo,Weekly
21,Male,T-shirt,Accessories,63,Maine,M,White,Fall,4.1,Yes,Express,Yes,Yes,23,Credit Card,Weekly
34,Female,Dress,Accessories,29,Florida,L,Green,Winter,4.9,Yes,Next Day Air,No,No,27,Credit Card,Weekly
42,Female,Socks,Accessories,90,Michigan,S,Turquoise,Winter,3.2,No,Next Day Air,Yes,No,12,Credit Card,Weekly
38,Male,Scarf,Accessories,42,Massachusetts,S,Green,Fall,2.8,No,2-Day Shipping,Yes,Yes,38,Credit Card,Annually
31,Male,Shorts,Accessories,80,Colorado,M,Blue,Fall,4.7,Yes,Free Shipping,Yes,Yes,26,Credit Card,Annually
47,Male,Handbag,Clothing,60,Texas,M,Gray,Summer,2.6,Yes,Standard,No,Yes,24,Debit Card,Weekly
38,Female,Hat,Clothing,65,Pennsylvania,M,Maroon,Fall,5.0,No,Express,No,Yes,30,Cash,Annually
39,Male,T-shirt,Footwear,47,Arizona,M,Turquoise,Spring,5.0,No,2-Day Shipping,Yes,Yes,23,Venmo,Weekly
66,Female,Hat,Outerwear,93,Illinois,L,Turquoise,Fall,3.0,Yes,Next Day Air,No,No,50,Venmo,Weekly
42,Male,Sandals,Clothing,54,California,M,Yellow,Winter,2.8,Yes,Next Day Air,Yes,Yes,19,Credit Card,Monthly
35,Male,Scarf,Outerwear,43,Washington,M,Yellow,Winter,4.1,Yes,Next Day Air,No,Yes,10,Debit Card,Bi-Weekly
66,Male,Scarf,Footwear,44,Illinois,M,Green,Summer,4.1,No,Standard,Yes,No,44,Credit Card,Annually
44,Male,Socks,Clothing,83,New York,S,Green,Winter,4.9,Yes,Standard,No,Yes,49,Credit Card,Annually
34,Female,Jeans,Clothing,45,Rhode Island,XL,Green,Spring,3.3,No,Standard,Yes,Yes,32,Venmo,Every 3 Months
23,Female,Dress,Footwear,50,Pennsylvania,S,Gray,Summer,4.9,No,Standard,No,Yes,44,Debit Card,Weekly
48,Female,Sweater,Footwear,50,Maine,S,Green,Fall,4.7,Yes,Standard,No,Yes,35,Credit Card,Weekly
19,Female,Sandals,Outerwear,53,California,S,Purple,Fall,3.2,No,Next Day Air,No,Yes,27,Debit Card,Annually
65,Female,Blouse,Outerwear,46,Massachusetts,XL,Black,Fall,2.8,No,Express,No,No,24,PayPal,Bi-Weekly
52,Male,Socks,Footwear,49,Arizona,XL,Black,Winter,4.7,No,Next Day Air,Yes,No,28,PayPal,Quarterly
21,Male,Sandals,Clothing,45,Washington,S,White,Winter,3.2,No,Standard,No,No,6,PayPal,Weekly
40,Female,Shirt,Accessories,51,Kentucky,M,Purple,Spring,5.0,No,Free Shipping,No,No,39,Cash,Quarterly
32,Female,Coat,Outerwear,99,Colorado,S,Blue,Fall,4.1,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
59,Male,Handbag,Footwear,65,Washington,S,Gray,Spring,2.5,No,Express,No,Yes,9,Credit Card,Annually
22,Female,Shirt,Clothing,39,Oregon,S,Red,Fall,3.4,Yes,Next Day Air,No,No,22,Debit Card,Monthly
67,Female,Jewelry,Clothing,33,California,XL,Gray,Summer,4.3,Yes,Standard,Yes,No,23,PayPal,Weekly
59,Male,Shirt,Outerwear,35,Ohio,S,Maroon,Spring,3.2,No,Standard,No,No,42,PayPal,Annually
20,Female,Socks,Outerwear,30,Colorado,L,Beige,Spring,3.1,Yes,Free Shipping,No,No,30,Credit Card,Annually
66,Female,Jewelry,Accessories,83,Washington,S,Yellow,Winter,2.5,No,2-Day Shipping,No,No,29,Credit Card,Every 3 Months
